表名,表注释,字段名,数据类型,是否可空,键类型,字段注释
sp_pd_pp_plan_child,生产计划子表,specialty_patrol_type_names,longtext,YES,,特殊巡视细类名称集合(1:保供电特巡 2:防风防汛特巡 3:防污闪特巡 4:天气突变特巡 5:高温高负荷特巡 6:防潮特巡 7:防高杆植物特巡 8:防外力破坏 9:防鸟害特巡 10:防雷击特巡 11:防山火特巡 12:防覆冰特巡 13:大跨越特巡 14:其他特巡)
sp_pd_pp_plan_child,生产计划子表,is_need_force_instrument,varchar,YES,,是否强制需要工器具(1:是 2:否)
sp_pd_pp_plan_child,生产计划子表,is_risk_confirm,varchar,YES,,是否已确认风险1是
sp_pd_pp_plan_child,生产计划子表,dispatch_work_time,datetime,YES,,派工时间
sp_pd_pp_plan_child,生产计划子表,maintain_small_type,varchar,YES,,九防特巡类别(200:防冰特巡 201:防山火特巡 202:防风防讯特训 203:防污特巡 204:防舞动特巡 205:防外力破外特巡)
sp_pd_pp_plan_child,生产计划子表,runmanage_team_oname,varchar,YES,,运行班组名称
sp_pd_pp_plan_child,生产计划子表,is_dispatch,varchar,YES,,是否调管(1:是 2:否)
sp_pd_pp_plan_child,生产计划子表,is_new_power,varchar,YES,,是否新电力(1:是 2:否)_广西
sp_pd_pp_plan_child,生产计划子表,process_ins_id,varchar,YES,,流程实例ID
sp_pd_pp_plan_child,生产计划子表,prod_plan_id,varchar,YES,,生产计划ID
sp_pd_pp_plan_child,生产计划子表,is_need_safe_instrument,varchar,YES,,是否强制需要安全工器具(1:是 2:否)
sp_pd_pp_plan_child,生产计划子表,data_from,varchar,YES,,数据来源
sp_pd_pp_plan_child,生产计划子表,execute_upload_uid,varchar,YES,,工作执行上传人ID
sp_pd_pp_plan_child,生产计划子表,work_manager_uid,varchar,YES,,计划管理人ID
sp_pd_pp_plan_child,生产计划子表,update_time,datetime,YES,,数据更新时间
sp_pd_pp_plan_child,生产计划子表,working_small_type,varchar,YES,,工作方式细类(1:带电作业 2:低压停电)
sp_pd_pp_plan_child,生产计划子表,dispatch_work_uid,varchar,YES,,派工人员ID
sp_pd_pp_plan_child,生产计划子表,dispatch_work_uname,varchar,YES,,派工人员名称
sp_pd_pp_plan_child,生产计划子表,execute_download_date,datetime,YES,,工作执行下载时间
sp_pd_pp_plan_child,生产计划子表,not_rel_taskform_cause_other,longtext,YES,,无须关联指导书原因其他原因说明
sp_pd_pp_plan_child,生产计划子表,tower_scope,varchar,YES,,云南：杆塔段
sp_pd_pp_plan_child,生产计划子表,work_master_phone,varchar,YES,,广洲:工作负责人联系方式
sp_pd_pp_plan_child,生产计划子表,initial_plan_begin_time,datetime,YES,,原始计划开始时间
sp_pd_pp_plan_child,生产计划子表,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_pd_pp_plan_child,生产计划子表,initial_plan_year_end_time,datetime,YES,,原始年计划结束时间
sp_pd_pp_plan_child,生产计划子表,start_work_system_time,datetime,YES,,开工系统操作时间
sp_pd_pp_plan_child,生产计划子表,range_of_driving_outlay,varchar,YES,,普通出车费用(元)
sp_pd_pp_plan_child,生产计划子表,is_need_monitor,varchar,YES,,是否纳入视频监控:1是2否
sp_pd_pp_plan_child,生产计划子表,temp_task_reason_type,varchar,YES,,临时性任务原因类型（1.重大紧急缺陷处理 2.抢修 3.临时保供电作业 4.调度指令 5.其他）
sp_pd_pp_plan_child,生产计划子表,runmanage_team_oid,varchar,YES,,运行班组ID
sp_pd_pp_plan_child,生产计划子表,exterior_dept_id,varchar,YES,,外单位ID
sp_pd_pp_plan_child,生产计划子表,is_need_prod_instrument,varchar,YES,,是否强制需要生产工器具(1:是 2:否)
sp_pd_pp_plan_child,生产计划子表,waste_type,varchar,YES,,"产生危险废物类型(1:sf6废气,2:SF6气体-补气,3:SF6气体-退役,4:SF6气体-检修)"
sp_pd_pp_plan_child,生产计划子表,work_master_identity,varchar,YES,,工作负责人标识
sp_pd_pp_plan_child,生产计划子表,is_need_patrol_arrive,varchar,YES,,是否需要到位(1:是 2:否)
sp_pd_pp_plan_child,生产计划子表,updator_uid,varchar,YES,,更新人ID
sp_pd_pp_re_standard,修试规程表,id,varchar,NO,PRI,
sp_pd_pp_re_standard,修试规程表,creator_id,varchar,YES,,创建人ID
sp_pd_pp_re_standard,修试规程表,updator_id,varchar,YES,,更新人ID
sp_pd_pp_re_standard,修试规程表,state,varchar,YES,,状态(1:新增 2:确认)
sp_pd_pp_re_standard,修试规程表,standard_code,varchar,YES,,修试规程编码
sp_pd_pp_re_standard,修试规程表,create_time,datetime,YES,,创建时间
sp_pd_pp_re_standard,修试规程表,update_time,datetime,YES,,更新时间
sp_pd_pp_re_standard,修试规程表,creator_uname,varchar,YES,,创建人名称
sp_pd_pp_re_standard,修试规程表,standard_state,varchar,YES,,数据状态
sp_pd_pp_re_standard,修试规程表,release_version,varchar,YES,,发布版本
sp_pd_pp_re_standard,修试规程表,data_from,varchar,YES,,数据来源
sp_pd_pp_re_standard,修试规程表,bureau_code,varchar,YES,,局编码
sp_pd_pp_re_standard,修试规程表,standard_serial_number,varchar,YES,,对应规程序号
sp_pd_pp_re_standard,修试规程表,creator_uid,varchar,YES,,创建人ID
sp_pd_pp_re_standard,修试规程表,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_pd_pp_re_standard,修试规程表,device_classify_name,varchar,YES,,设备分类名称
sp_pd_pp_re_standard,修试规程表,remark,longtext,YES,,备注
sp_pd_pp_re_standard,修试规程表,province_code,varchar,YES,,省编码
sp_pd_rl_rec_work_writ,工作票记录薄,id,varchar,NO,PRI,主键ID
sp_pd_rl_rec_work_writ,工作票记录薄,duty_principal_signature_uid,varchar,YES,,工作延期时值班负责人签名
sp_pd_rl_rec_work_writ,工作票记录薄,work_end_work_licensee_uname,varchar,YES,,工作终结时的工作许可人名称
sp_pd_rl_rec_work_writ,工作票记录薄,change_sign_uname,varchar,YES,,工作票签发人名称
sp_pd_rl_rec_work_writ,工作票记录薄,add_content_sign_uid,varchar,YES,,增加的工作票签发人签名
sp_pd_rl_rec_work_writ,工作票记录薄,work_principal_signature_uname,varchar,YES,,工作延期时工作负责人名称
sp_pd_rl_rec_work_writ,工作票记录薄,unit_and_team_oid,varchar,YES,,单位和班组ID
sp_pd_rl_rec_work_writ,工作票记录薄,work_task,longtext,YES,,工作任务
sp_pd_rl_rec_work_writ,工作票记录薄,province_code,varchar,YES,,省编码
sp_pd_rl_rec_work_writ,工作票记录薄,change_permission_uid,varchar,YES,,工作许可人
sp_pd_rl_rec_work_writ,工作票记录薄,work_end_work_licensee_uid,varchar,YES,,工作终结时的工作许可人
sp_pd_rl_rec_work_writ,工作票记录薄,team_oname,varchar,YES,,班组名称
sp_pd_rl_rec_work_writ,工作票记录薄,change_sign_uid,varchar,YES,,工作票签发人
sp_pd_rl_rec_work_writ,工作票记录薄,add_content_principal_uname,varchar,YES,,增加的工作许可人签名名称
sp_pd_rl_rec_work_writ,工作票记录薄,work_principal_signature_uid,varchar,YES,,工作延期时工作负责人签名
sp_pd_rl_rec_work_writ,工作票记录薄,work_writ_status,varchar,YES,,"工作票状态 1:发出工作票, 2:工作间断开始, 3:工作间断结束, 4:工作延期, 5:工作终结, 6:工作票终结, 7:未知的工作票状态 可参考WorkTicketStatusEnum"
sp_pd_rl_rec_work_writ,工作票记录薄,change_time,datetime,YES,,同意变更时间
sp_pd_rl_rec_work_writ,工作票记录薄,requirements_time,datetime,YES,,工作票许可时的现场满足工作要求时间
sp_pd_rl_rec_work_writ,工作票记录薄,add_content_detail_time,datetime,YES,,增加的工作内容时间
sp_pd_rl_rec_work_writ,工作票记录薄,duty_principal_uid,varchar,YES,,工作票终结时的值班负责人ID，工作票种类 为变电第一种工作票时此字段有值
sp_pd_rl_rec_work_writ,工作票记录薄,add_content_permission_uid,varchar,YES,,增加的工作负责人签名
sp_pd_rl_rec_work_writ,工作票记录薄,create_time,datetime,YES,,创建时间(记录的创建时间)
sp_pd_rl_rec_work_writ,工作票记录薄,dispatch_switch_code,longtext,YES,,工作票终结时未拉开接地刀闸名称或编号（新安规添加），工作票种类 为变电第一种工作票时此字段有值
sp_pd_rl_rec_work_writ,工作票记录薄,receive_time,datetime,YES,,工作票接收时的接收时间
sp_pd_rl_rec_work_writ,工作票记录薄,work_end_time,datetime,YES,,工作终结时的工作结束时间
sp_pd_rl_rec_work_writ,工作票记录薄,add_content_principal_uid,varchar,YES,,增加的工作许可人签名
sp_pd_rl_rec_work_writ,工作票记录薄,bureau_code,varchar,YES,,局编码
sp_pd_rl_rec_work_writ,工作票记录薄,create_uid,varchar,YES,,记录创建人
sp_pd_rl_rec_work_writ,工作票记录薄,work_ticket_type,varchar,YES,,"工作票种类(与工作票类型保持一致) 11:变电第一种工作票, 12:变电第二种工作票, 13:变电第三种工作票 可参考WorkTicketTypeEnum枚举"
sp_pd_rl_rec_work_writ,工作票记录薄,change_new_principal_uname,varchar,YES,,现工作负责人名称
sp_pd_rl_rec_work_writ,工作票记录薄,dispatch_earthwire_count,varchar,YES,,工作票终结时 未拆除接地线数量（新安规添加），工作票种类 为变电第一种工作票时此字段有值
sp_pd_rl_rec_work_writ,工作票记录薄,dispatch_earthwire_code,longtext,YES,,工作票终结时 未拆除接地线装设地点及编号（新安规添加），工作票种类 为变电第一种工作票时此字段有值
sp_pd_rl_rec_work_writ,工作票记录薄,change_permission_uname,varchar,YES,,工作许可人名称
sp_pd_rl_rec_work_writ,工作票记录薄,work_principal_uname,varchar,YES,,工作负责人名称
sp_pd_rl_rec_work_writ,工作票记录薄,plan_end_time,datetime,YES,,计划结束时间
sp_pd_rl_rec_work_writ,工作票记录薄,opened_grounding_switch,longtext,YES,,工作票终结时的已拉开接地开关，工作票种类 为变电第一种工作票时此字段有值
sp_pd_rl_rec_work_writ,工作票记录薄,plan_start_time,datetime,YES,,计划开始时间
sp_pd_rl_rec_work_writ,工作票记录薄,remove_ground_wire_group_num,varchar,YES,,工作票终结时的已拆除接地线组数，工作票种类 为变电第一种工作票时此字段有值
sp_pd_rl_rec_work_writ,工作票记录薄,ticket_code,longtext,YES,,票号
sp_pd_rl_rec_work_writ,工作票记录薄,dispatch_switch_count,varchar,YES,,工作票终结时 未拉开接地刀闸数量（新安规添加），工作票种类 为变电第一种工作票时此字段有值
sp_pd_rl_rec_work_writ,工作票记录薄,data_from,varchar,YES,,数据来源
sp_pd_rl_rec_work_writ,工作票记录薄,update_time,datetime,YES,,数据更新时间
sp_pd_rl_rec_work_writ,工作票记录薄,work_writ_remark,longtext,YES,,备注
sp_pd_rl_rec_work_writ,工作票记录薄,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_pd_rl_rec_work_writ,工作票记录薄,add_content_permission_uname,varchar,YES,,增加的工作负责人签名名称
sp_pd_rl_rec_work_writ,工作票记录薄,substation_name,varchar,YES,,变电站名称
sp_pd_rl_rec_work_writ,工作票记录薄,permit_work_licensee_user_name,varchar,YES,,工作票许可时的工作许可人名称
sp_pd_rl_rec_work_writ,工作票记录薄,change_new_principal_uid,varchar,YES,,现工作负责人
sp_pd_rl_rec_work_writ,工作票记录薄,opened_grounding_switch_num,varchar,YES,,工作票终结时的已拉开接地开关把数，工作票种类 为变电第一种工作票时此字段有值
sp_pd_rl_rec_work_writ,工作票记录薄,add_content_detail,longtext,YES,,增加的工作内容
sp_pd_rl_rec_work_writ,工作票记录薄,duty_principal_uname,varchar,YES,,值班负责人名称
sp_pd_rl_rec_work_writ,工作票记录薄,change_principal_uname,varchar,YES,,原工作负责人名称
sp_pd_rl_rec_work_writ,工作票记录薄,extension_of_the_period_of_val,datetime,YES,,工作延期时有效期延长到的时间
sp_pd_rl_rec_work_writ,工作票记录薄,end_time,datetime,YES,,工作票终结时的终结时间，工作票种类 为变电第一种工作票时此字段有值
sp_pd_rl_rec_work_writ,工作票记录薄,add_content_sign_uname,varchar,YES,,增加的工作票签发人签名名称
sp_pd_rl_rec_work_writ,工作票记录薄,change_principal_uid,varchar,YES,,原工作负责人
sp_pd_rl_rec_work_writ,工作票记录薄,create_uname,varchar,YES,,创建人
sp_pd_rl_rec_work_writ,工作票记录薄,duty_principal_signature_uname,varchar,YES,,工作延期时值班负责人签名名称
sp_pd_rl_rec_work_writ,工作票记录薄,m_duty_records_id,varchar,YES,,主网交接班(值班)记录ID
sp_pd_rl_rec_work_writ,工作票记录薄,work_principal_uid,varchar,YES,,工作负责人ID
sp_pd_rl_rec_work_writ,工作票记录薄,source_id,varchar,YES,,工作票来源ID
sp_pd_rl_rec_work_writ,工作票记录薄,substation_id,varchar,YES,,变电站ID
sp_pd_rl_rec_work_writ,工作票记录薄,team_ocode,varchar,YES,,班组编码
sp_pd_rl_rec_work_writ,工作票记录薄,permit_work_licensee_user_uid,varchar,YES,,工作票许可时的工作许可人ID
sp_pd_wticket_base,工作票表,id,varchar,NO,PRI,主键ID
sp_pd_wticket_base,工作票表,is_key_box,varchar,YES,,是否钥匙箱(枚举：1-是； 2-否)
sp_pd_wticket_base,工作票表,ticket_type,varchar,YES,,工作票类型（11=厂站第一种工作票，12=厂站第二种工作，13=厂站第三种工作，21=线路第一种工作票，22=线路第二种工作票，31=一级动火票，32=二级动火票，41=配电第一种工作票，42=配电第二种工作票，43=带电作业工作票，44=低压配网工作单票，51=紧急抢修工作票，61=书面布置记录单）
sp_pd_wticket_base,工作票表,work_permission_uid,varchar,YES,,工作许可人ID
sp_pd_wticket_base,工作票表,ticket_receive_uname,varchar,YES,,工作票接收人名称
sp_pd_wticket_base,工作票表,ticket_major,varchar,YES,,所属专业(枚举：1=高压检修， 2=低压检修， 3=自动化， 4=通信， 5=水工， 6=机械)
sp_pd_wticket_base,工作票表,is_communication_ticket,varchar,YES,,是否通信票(枚举：1=是，2=否)
sp_pd_wticket_base,工作票表,work_task,longtext,YES,,工作任务
sp_pd_wticket_base,工作票表,environment_type,varchar,YES,,环境识别类型（职业健康协同）（系统传输）
sp_pd_wticket_base,工作票表,is_exit_switch,varchar,YES,,是否退出重合闸（1=退出，2=不退出）
sp_pd_wticket_base,工作票表,ticket_source_id,varchar,YES,,工作票来源ID
sp_pd_wticket_base,工作票表,watch_oid,varchar,YES,,值班负责人班组ID
sp_pd_wticket_base,工作票表,supply_name,varchar,YES,,供电所名称
sp_pd_wticket_base,工作票表,work_state,varchar,YES,,工作票状态（枚举：1=填写，2=待签发，3=待会签，4=待接收，5=待许可，6= 执行中，7=工作终结，8=工作票终结，9=已取消，10=已作废，11=已删除）
sp_pd_wticket_base,工作票表,ticket_receive_uid,varchar,YES,,工作票接收人ID
sp_pd_wticket_base,工作票表,is_intensive,varchar,YES,,是否集约化（分省个性化需求）：1=是，2=否
sp_pd_wticket_base,工作票表,ticket_no,varchar,YES,,工作票票号
sp_pd_wticket_base,工作票表,is_re_fire,varchar,YES,,是否关联动火票(枚举：1-是； 2-否)
sp_pd_wticket_base,工作票表,secondbill_count,varchar,YES,,二次措施单数量，数值类
sp_pd_wticket_base,工作票表,watch_oname,varchar,YES,,值班负责人班组名称
sp_pd_wticket_base,工作票表,bureau_code,varchar,YES,,局编码
sp_pd_wticket_base,工作票表,is_total_ticket,varchar,YES,,是否总票（枚举：1=是，2=否）
sp_pd_wticket_base,工作票表,double_sign_dep_oname,varchar,YES,,工作票双签发开票人单位和班组名称
sp_pd_wticket_base,工作票表,work_member_count,varchar,YES,,工作班人员总数，数值类
sp_pd_wticket_base,工作票表,create_uid,varchar,YES,,创建人ID
sp_pd_wticket_base,工作票表,ticket_sign_uname,varchar,YES,,工作票签发人名称
sp_pd_wticket_base,工作票表,province_name,varchar,YES,,省公司名称
sp_pd_wticket_base,工作票表,is_attachment_page,varchar,YES,,是否添加附页(1-是；2否)
sp_pd_wticket_base,工作票表,flow_state,varchar,YES,,工作流状态（枚举：0=未上报，1=流程中，2=流程结束）
sp_pd_wticket_base,工作票表,data_belong_unit_ocode,varchar,YES,,数据归口单位编码
sp_pd_wticket_base,工作票表,department_oid,varchar,YES,,单位和班组ID
sp_pd_wticket_base,工作票表,is_graph,varchar,YES,,是否点图成票（枚举：1=是，2=否）
sp_pd_wticket_base,工作票表,ticket_end_watch_uname,varchar,YES,,工作票终结（值班负责人名称）
sp_pd_wticket_base,工作票表,work_end_permission_ocode,varchar,YES,,工作终结许可人班组编码
